VP_Count,AP_Count,Attack_Type,Num_Macro_Runs,Num_Sim_Runs_Per_TH,Cores_M,TP_Threshold,Avg_TH_Original,Successful_Runs_Orig,Avg_TH_Augmented,Successful_Runs_Aug
7,10,PINCER_DUAL,1000,1000,8,0.05000000,1.00000000,1000,0.99999667,1000
7,10,CONCURRENT,1000,1000,8,0.05000000,1.00000000,1000,1.00000000,1000
7,11,ANTERIOR,1000,1000,8,0.05000000,1.00000000,1000,0.99948881,1000
7,11,POSTERIOR,1000,1000,8,0.05000000,1.00000000,1000,0.99977956,1000
7,11,PINCER_DUAL,1000,1000,8,0.05000000,1.00000000,1000,0.99999964,1000
7,11,CONCURRENT,1000,1000,8,0.05000000,1.00000000,1000,1.00000000,1000
8,1,ANTERIOR,1000,1000,8,0.05000000,0.25200000,1000,0.45948228,1000
8,1,POSTERIOR,1000,1000,8,0.05000000,0.74400000,1000,0.43279010,1000
8,1,PINCER_DUAL,1000,1000,8,0.05000000,0.83600000,1000,0.61384638,1000
8,1,CONCURRENT,1000,1000,8,0.05000000,0.92700000,1000,0.91378180,1000
8,2,ANTERIOR,1000,1000,8,0.05000000,0.49000000,1000,0.72812610,1000
8,2,POSTERIOR,1000,1000,8,0.05000000,0.94600000,1000,0.69324536,1000
8,2,PINCER_DUAL,1000,1000,8,0.05000000,0.98000000,1000,0.87427692,1000
8,2,CONCURRENT,1000,1000,8,0.05000000,0.99800000,1000,0.99609046,1000
8,3,ANTERIOR,1000,1000,8,0.05000000,0.66100000,1000,0.86762884,1000
8,3,POSTERIOR,1000,1000,8,0.05000000,0.99300000,1000,0.84338772,1000
8,3,PINCER_DUAL,1000,1000,8,0.05000000,0.99700000,1000,0.96344390,1000
8,3,CONCURRENT,1000,1000,8,0.05000000,1.00000000,1000,0.99999931,1000
8,4,ANTERIOR,1000,1000,8,0.05000000,0.81100000,1000,0.93968968,1000
8,4,POSTERIOR,1000,1000,8,0.05000000,0.99800000,1000,0.92853451,1000
8,4,PINCER_DUAL,1000,1000,8,0.05000000,1.00000000,1000,0.98821618,1000
8,4,CONCURRENT,1000,1000,8,0.05000000,1.00000000,1000,1.00000000,1000
8,5,ANTERIOR,1000,1000,8,0.05000000,0.85700000,1000,0.97012556,1000
8,5,POSTERIOR,1000,1000,8,0.05000000,1.00000000,1000,0.96654475,1000
8,5,PINCER_DUAL,1000,1000,8,0.05000000,1.00000000,1000,0.99832471,1000
8,5,CONCURRENT,1000,1000,8,0.05000000,1.00000000,1000,1.00000000,1000
8,6,ANTERIOR,1000,1000,8,0.05000000,0.92300000,1000,0.98684049,1000
8,6,POSTERIOR,1000,1000,8,0.05000000,1.00000000,1000,0.98543479,1000
8,6,PINCER_DUAL,1000,1000,8,0.05000000,1.00000000,1000,0.99951918,1000
8,6,CONCURRENT,1000,1000,8,0.05000000,1.00000000,1000,1.00000000,1000
8,7,ANTERIOR,1000,1000,8,0.05000000,0.96600000,1000,0.99439018,1000
8,7,POSTERIOR,1000,1000,8,0.05000000,1.00000000,1000,0.99438020,1000
8,7,PINCER_DUAL,1000,1000,8,0.05000000,1.00000000,1000,0.99989466,1000
8,7,CONCURRENT,1000,1000,8,0.05000000,1.00000000,1000,1.00000000,1000
8,8,ANTERIOR,1000,1000,8,0.05000000,0.98900000,1000,0.99748514,1000
8,8,POSTERIOR,1000,1000,8,0.05000000,1.00000000,1000,0.99781063,1000
8,8,PINCER_DUAL,1000,1000,8,0.05000000,1.00000000,1000,0.99998225,1000
8,8,CONCURRENT,1000,1000,8,0.05000000,1.00000000,1000,1.00000000,1000
8,9,ANTERIOR,1000,1000,8,0.05000000,0.99800000,1000,0.99905401,1000
8,9,POSTERIOR,1000,1000,8,0.05000000,1.00000000,1000,0.99933178,1000
8,9,PINCER_DUAL,1000,1000,8,0.05000000,1.00000000,1000,0.99999715,1000
8,9,CONCURRENT,1000,1000,8,0.05000000,1.00000000,1000,1.00000000,1000
8,10,ANTERIOR,1000,1000,8,0.05000000,1.00000000,1000,0.99960485,1000
8,10,POSTERIOR,1000,1000,8,0.05000000,1.00000000,1000,0.99977052,1000
8,10,PINCER_DUAL,1000,1000,8,0.05000000,1.00000000,1000,0.99999954,1000
8,10,CONCURRENT,1000,1000,8,0.05000000,1.00000000,1000,1.00000000,1000
8,11,ANTERIOR,1000,1000,8,0.05000000,1.00000000,1000,0.99987083,1000
8,11,POSTERIOR,1000,1000,8,0.05000000,1.00000000,1000,0.99996217,1000
8,11,PINCER_DUAL,1000,1000,8,0.05000000,1.00000000,1000,0.99999998,1000
8,11,CONCURRENT,1000,1000,8,0.05000000,1.00000000,1000,1.00000000,1000
9,1,ANTERIOR,1000,1000,8,0.05000000,0.27400000,1000,0.51708727,1000
9,1,POSTERIOR,1000,1000,8,0.05000000,0.78500000,1000,0.46664261,1000
9,1,PINCER_DUAL,1000,1000,8,0.05000000,0.87600000,1000,0.64399695,1000
9,1,CONCURRENT,1000,1000,8,0.05000000,0.94700000,1000,0.93985788,1000
9,2,ANTERIOR,1000,1000,8,0.05000000,0.47600000,1000,0.76874924,1000
9,2,POSTERIOR,1000,1000,8,0.05000000,0.96200000,1000,0.72263852,1000
9,2,PINCER_DUAL,1000,1000,8,0.05000000,0.99200000,1000,0.88547298,1000
9,2,CONCURRENT,1000,1000,8,0.05000000,1.00000000,1000,0.99984278,1000
9,3,ANTERIOR,1000,1000,8,0.05000000,0.67500000,1000,0.89482063,1000
9,3,POSTERIOR,1000,1000,8,0.05000000,0.99500000,1000,0.88329538,1000
9,3,PINCER_DUAL,1000,1000,8,0.05000000,1.00000000,1000,0.97157155,1000
9,3,CONCURRENT,1000,1000,8,0.05000000,1.00000000,1000,1.00000000,1000
9,4,ANTERIOR,1000,1000,8,0.05000000,0.82100000,1000,0.95647839,1000
9,4,POSTERIOR,1000,1000,8,0.05000000,1.00000000,1000,0.93970003,1000
9,4,PINCER_DUAL,1000,1000,8,0.05000000,1.00000000,1000,0.99415193,1000
9,4,CONCURRENT,1000,1000,8,0.05000000,1.00000000,1000,1.00000000,1000
9,5,ANTERIOR,1000,1000,8,0.05000000,0.87700000,1000,0.98135688,1000
9,5,POSTERIOR,1000,1000,8,0.05000000,1.00000000,1000,0.97724007,1000
9,5,PINCER_DUAL,1000,1000,8,0.05000000,1.00000000,1000,0.99869563,1000
9,5,CONCURRENT,1000,1000,8,0.05000000,1.00000000,1000,1.00000000,1000
9,6,ANTERIOR,1000,1000,8,0.05000000,0.93600000,1000,0.99291089,1000
9,6,POSTERIOR,1000,1000,8,0.05000000,1.00000000,1000,0.99111796,1000
9,6,PINCER_DUAL,1000,1000,8,0.05000000,1.00000000,1000,0.99981430,1000
9,6,CONCURRENT,1000,1000,8,0.05000000,1.00000000,1000,1.00000000,1000
9,7,ANTERIOR,1000,1000,8,0.05000000,0.97700000,1000,0.99717649,1000
9,7,POSTERIOR,1000,1000,8,0.05000000,1.00000000,1000,0.99713115,1000
9,7,PINCER_DUAL,1000,1000,8,0.05000000,1.00000000,1000,0.99997271,1000
9,7,CONCURRENT,1000,1000,8,0.05000000,1.00000000,1000,1.00000000,1000
9,8,ANTERIOR,1000,1000,8,0.05000000,0.99500000,1000,0.99898914,1000
9,8,POSTERIOR,1000,1000,8,0.05000000,1.00000000,1000,0.99906308,1000
9,8,PINCER_DUAL,1000,1000,8,0.05000000,1.00000000,1000,0.99999616,1000
9,8,CONCURRENT,1000,1000,8,0.05000000,1.00000000,1000,1.00000000,1000
9,9,ANTERIOR,1000,1000,8,0.05000000,1.00000000,1000,0.99966063,1000
